observation_id,source,dataset,source_file,source_rows,source_poll_id,source_question_id,source_race_id,sample_group_id,cycle,geography,geography_type,election_date,poll_start,poll_end,poll_date,date_basis,source_available_date,days_to_election,pollster,population,sample_size,methodology,partisan,source_url,dem_share,rep_share,dem_rep_margin,non_dem_rep_share,response_coverage,reported_answer_sum,outcome_id,matchup_status,selection_status,scalar_seat_mapping_ready,quality_flags,source_stage,source_seat_name,tracking,hypothetical,superseded_by,original_dem_share,original_rep_share,estimate_basis,survey_sample_size,estimate_sample_size,estimate_source,original_outcome_id,original_matchup_status,join_reference_version,canonical_firm,publisher_id,rating_id,rating_name,sponsor_ids,sponsor_names,series_key,identity_basis,rating_family_key,rolling_method_evidence,canonical_sample_group_id,sample_identity_status
538_archive:senate:4339,538_archive,senate,historical/tables/538_archive_senate.csv,4339|4340,78771,154669,8937,538:78771,2022,NV,state,2022-11-08,2022-04-01,2022-04-09,2022-04-09,field_end,2022-04-18,213,OH Predictive Insights,rv,748.0,Online Opt-In Panel,,https://thenevadaindependent.com/article/poll-cortez-masto-leads-laxalt-for-nevada-senate-ominous-signs-over-biden-approval%EF%BF%BC,0.43,0.35,0.08,0.22,all_exported_answers,0.78,2022-NV-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.43,0.35,,,,,2022-NV-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,noble predictive insights,1293,235,Noble Predictive Insights,944,The Nevada Independent,noble predictive insights|ids:944,archive_rows_verified,rating:235,,538:78771,source_id_only
538_archive:senate:4341,538_archive,senate,historical/tables/538_archive_senate.csv,4341|4342,78771,154670,8937,538:78771,2022,NV,state,2022-11-08,2022-04-01,2022-04-09,2022-04-09,field_end,2022-04-18,213,OH Predictive Insights,rv,748.0,Online Opt-In Panel,,https://thenevadaindependent.com/article/poll-cortez-masto-leads-laxalt-for-nevada-senate-ominous-signs-over-biden-approval%EF%BF%BC,0.42,0.34,0.08,0.24,all_exported_answers,0.76,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.42,0.34,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,noble predictive insights,1293,235,Noble Predictive Insights,944,The Nevada Independent,noble predictive insights|ids:944,archive_rows_verified,rating:235,,538:78771,source_id_only
538_archive:senate:4343,538_archive,senate,historical/tables/538_archive_senate.csv,4343|4344,78773,154673,8922,538:78773,2022,CO,state,2022-11-08,2022-04-06,2022-04-08,2022-04-08,field_end,2022-04-18,214,Blueprint Polling,rv,612.0,Live Phone,,https://blueprintpolling.com/2022/04/12/biden-and-trump-in-a-virtual-tie-in-hypothetical-rematch-in-colorado/,0.46299999999999997,0.401,0.062,0.136,all_exported_answers,0.864,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.46299999999999997,0.401,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,blueprint polling,1702,470,Blueprint Polling,,,blueprint polling|unspecified,archive_rows_verified,rating:470,,538:78773,source_id_only
538_archive:senate:4345,538_archive,senate,historical/tables/538_archive_senate.csv,4345|4346,78740,154522,8938,538:78740,2022,NH,state,2022-11-08,2022-04-04,2022-04-08,2022-04-08,field_end,2022-04-11,214,Phillips Academy,a,533.0,IVR,,https://andoverpoll.com/2022/04/11/new-hampshire-2022-sununu-polling-at-72-5-hassan-leading-republican-opponents/,0.45399999999999996,0.395,0.059,0.151,all_exported_answers,0.849,2022-NH-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.45399999999999996,0.395,,,,,2022-NH-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,phillips academy,1708,699,Phillips Academy,1781,Abbot Academy Fund,phillips academy|ids:1781,archive_rows_verified,rating:699,,538:78740,source_id_only
538_archive:senate:4347,538_archive,senate,historical/tables/538_archive_senate.csv,4347|4348,78740,154523,8938,538:78740,2022,NH,state,2022-11-08,2022-04-04,2022-04-08,2022-04-08,field_end,2022-04-11,214,Phillips Academy,rv,471.0,IVR,,https://andoverpoll.com/2022/04/11/new-hampshire-2022-sununu-polling-at-72-5-hassan-leading-republican-opponents/,0.541,0.392,0.149,0.067,all_exported_answers,0.933,2022-NH-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.541,0.392,,,,,2022-NH-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,phillips academy,1708,699,Phillips Academy,1781,Abbot Academy Fund,phillips academy|ids:1781,archive_rows_verified,rating:699,,538:78740,source_id_only
538_archive:senate:4349,538_archive,senate,historical/tables/538_archive_senate.csv,4349|4350,78740,154524,8938,538:78740,2022,NH,state,2022-11-08,2022-04-04,2022-04-08,2022-04-08,field_end,2022-04-11,214,Phillips Academy,a,533.0,IVR,,https://andoverpoll.com/2022/04/11/new-hampshire-2022-sununu-polling-at-72-5-hassan-leading-republican-opponents/,0.425,0.397,0.028,0.178,all_exported_answers,0.8220000000000001,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.425,0.397,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,phillips academy,1708,699,Phillips Academy,1781,Abbot Academy Fund,phillips academy|ids:1781,archive_rows_verified,rating:699,,538:78740,source_id_only
538_archive:senate:4351,538_archive,senate,historical/tables/538_archive_senate.csv,4351|4352,78740,154525,8938,538:78740,2022,NH,state,2022-11-08,2022-04-04,2022-04-08,2022-04-08,field_end,2022-04-11,214,Phillips Academy,rv,471.0,IVR,,https://andoverpoll.com/2022/04/11/new-hampshire-2022-sununu-polling-at-72-5-hassan-leading-republican-opponents/,0.507,0.452,0.055,0.041,all_exported_answers,0.9590000000000001,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.507,0.452,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,phillips academy,1708,699,Phillips Academy,1781,Abbot Academy Fund,phillips academy|ids:1781,archive_rows_verified,rating:699,,538:78740,source_id_only
538_archive:senate:4353,538_archive,senate,historical/tables/538_archive_senate.csv,4353|4354,78745,154562,8937,538:78745,2022,NV,state,2022-11-08,2022-04-02,2022-04-06,2022-04-06,field_end,2022-04-12,216,Suffolk University,lv,500.0,Live Phone,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2022/04_12_2022_complete_marginals.pdf,0.4,0.434,-0.034,0.166,all_exported_answers,0.8340000000000001,2022-NV-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.4,0.434,,,,,2022-NV-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,suffolk university,458,323,Suffolk University,542,Reno Gazette-Journal,suffolk university|ids:542,archive_rows_verified,rating:323,,538:78745,source_id_only
538_archive:senate:4355,538_archive,senate,historical/tables/538_archive_senate.csv,4355|4356,78745,154563,8937,538:78745,2022,NV,state,2022-11-08,2022-04-02,2022-04-06,2022-04-06,field_end,2022-04-12,216,Suffolk University,lv,500.0,Live Phone,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2022/04_12_2022_complete_marginals.pdf,0.39,0.396,-0.006,0.214,all_exported_answers,0.786,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.39,0.396,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,suffolk university,458,323,Suffolk University,542,Reno Gazette-Journal,suffolk university|ids:542,archive_rows_verified,rating:323,,538:78745,source_id_only
538_archive:senate:4357,538_archive,senate,historical/tables/538_archive_senate.csv,4357|4358,78714,154404,8940,538:78714,2022,NC,state,2022-11-08,2022-04-02,2022-04-04,2022-04-04,field_end,2022-04-05,218,Emerson College,lv,1047.0,IVR/Online Opt-In Panel/Text-to-Web,,https://emersonpolling.reportablenews.com/pr/north-carolina-2022-poll-ted-budd-holds-16-point-lead-in-republican-primary-for-u-s-senate-leads-potential-matchup-against-democrat-cheri-beasley,0.428,0.496,-0.068,0.076,all_exported_answers,0.9239999999999999,2022-NC-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.428,0.496,,,,,2022-NC-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,960,The Hill,emerson college|ids:960,archive_rows_verified,rating:88,,538:78714,source_id_only
538_archive:senate:4359,538_archive,senate,historical/tables/538_archive_senate.csv,4359|4360,78714,154405,8940,538:78714,2022,NC,state,2022-11-08,2022-04-02,2022-04-04,2022-04-04,field_end,2022-04-05,218,Emerson College,lv,1047.0,IVR/Online Opt-In Panel/Text-to-Web,,https://emersonpolling.reportablenews.com/pr/north-carolina-2022-poll-ted-budd-holds-16-point-lead-in-republican-primary-for-u-s-senate-leads-potential-matchup-against-democrat-cheri-beasley,0.428,0.40700000000000003,0.021,0.165,all_exported_answers,0.835,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.428,0.40700000000000003,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,960,The Hill,emerson college|ids:960,archive_rows_verified,rating:88,,538:78714,source_id_only
538_archive:senate:4361,538_archive,senate,historical/tables/538_archive_senate.csv,4361|4362,78714,154406,8940,538:78714,2022,NC,state,2022-11-08,2022-04-02,2022-04-04,2022-04-04,field_end,2022-04-05,218,Emerson College,lv,1047.0,IVR/Online Opt-In Panel/Text-to-Web,,https://emersonpolling.reportablenews.com/pr/north-carolina-2022-poll-ted-budd-holds-16-point-lead-in-republican-primary-for-u-s-senate-leads-potential-matchup-against-democrat-cheri-beasley,0.435,0.442,-0.007,0.123,all_exported_answers,0.877,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.435,0.442,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,960,The Hill,emerson college|ids:960,archive_rows_verified,rating:88,,538:78714,source_id_only
538_archive:senate:4363,538_archive,senate,historical/tables/538_archive_senate.csv,4363|4364,78714,154407,8940,538:78714,2022,NC,state,2022-11-08,2022-04-02,2022-04-04,2022-04-04,field_end,2022-04-05,218,Emerson College,lv,1047.0,IVR/Online Opt-In Panel/Text-to-Web,,https://emersonpolling.reportablenews.com/pr/north-carolina-2022-poll-ted-budd-holds-16-point-lead-in-republican-primary-for-u-s-senate-leads-potential-matchup-against-democrat-cheri-beasley,0.42,0.47100000000000003,-0.051,0.109,all_exported_answers,0.891,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.42,0.47100000000000003,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,960,The Hill,emerson college|ids:960,archive_rows_verified,rating:88,,538:78714,source_id_only
538_archive:senate:4365,538_archive,senate,historical/tables/538_archive_senate.csv,4365|4366,78722,154459,8925,538:78722,2022,GA,state,2022-11-08,2022-04-01,2022-04-03,2022-04-03,field_end,2022-04-06,219,Emerson College,lv,1013.0,IVR/Online Opt-In Panel/Text-to-Web,,https://emersonpolling.reportablenews.com/pr/georgia-2022-poll-herschel-walker-leads-senator-warnock-49-to-45,0.452,0.491,-0.039,0.057,all_exported_answers,0.9430000000000001,2022-GA-regular-gen,matched_candidate_identity,retained_no_time_filter,False,,general,Class III,,false,,0.452,0.491,,,,,2022-GA-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,emerson college,1102,88,Emerson College,960,The Hill,emerson college|ids:960,archive_rows_verified,rating:88,,538:78722,source_id_only
538_archive:senate:4367,538_archive,senate,historical/tables/538_archive_senate.csv,4367|4368,78713,154402,8940,538:78713,2022,NC,state,2022-11-08,2022-03-30,2022-03-31,2022-03-31,field_end,2022-04-05,222,Cygnal,lv,513.0,IVR/Text-to-Web,,https://www.cygn.al/poll-republicans-hold-generic-ballot-as-economic-and-inflation-concerns-grow/,0.40700000000000003,0.41,-0.003,0.183,all_exported_answers,0.817,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.40700000000000003,0.41,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,cygnal,1347,67,Cygnal,,,cygnal|unspecified,archive_rows_verified,rating:67,,538:78713,source_id_only
538_archive:senate:4369,538_archive,senate,historical/tables/538_archive_senate.csv,4369|4370,78713,154403,8940,538:78713,2022,NC,state,2022-11-08,2022-03-30,2022-03-31,2022-03-31,field_end,2022-04-05,222,Cygnal,lv,513.0,IVR/Text-to-Web,,https://www.cygn.al/poll-republicans-hold-generic-ballot-as-economic-and-inflation-concerns-grow/,0.431,0.446,-0.015,0.123,all_exported_answers,0.877,2022-NC-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.431,0.446,,,,,2022-NC-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,cygnal,1347,67,Cygnal,,,cygnal|unspecified,archive_rows_verified,rating:67,,538:78713,source_id_only
538_archive:senate:4371,538_archive,senate,historical/tables/538_archive_senate.csv,4371|4372,78703,154347,8938,538:78703,2022,NH,state,2022-11-08,2022-03-23,2022-03-24,2022-03-24,field_end,2022-04-01,229,Saint Anselm College Survey Center,rv,1265.0,Text-to-Web,,https://www.anselm.edu/new-hampshire-institute-politics/new-poll-saint-anselm-college-survey-center-shows-competitive-2022,0.44,0.39,0.05,0.17,all_exported_answers,0.8300000000000001,2022-NH-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.44,0.39,,,,,2022-NH-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,saint anselm college survey center,446,494,Saint Anselm College Survey Center,,,saint anselm college survey center|unspecified,archive_rows_verified,rating:494,,538:78703,source_id_only
538_archive:senate:4373,538_archive,senate,historical/tables/538_archive_senate.csv,4373|4374,78703,154348,8938,538:78703,2022,NH,state,2022-11-08,2022-03-23,2022-03-24,2022-03-24,field_end,2022-04-01,229,Saint Anselm College Survey Center,rv,1265.0,Text-to-Web,,https://www.anselm.edu/new-hampshire-institute-politics/new-poll-saint-anselm-college-survey-center-shows-competitive-2022,0.44,0.34,0.1,0.22,all_exported_answers,0.78,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.44,0.34,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,saint anselm college survey center,446,494,Saint Anselm College Survey Center,,,saint anselm college survey center|unspecified,archive_rows_verified,rating:494,,538:78703,source_id_only
538_archive:senate:4375,538_archive,senate,historical/tables/538_archive_senate.csv,4375|4376,78703,154349,8938,538:78703,2022,NH,state,2022-11-08,2022-03-23,2022-03-24,2022-03-24,field_end,2022-04-01,229,Saint Anselm College Survey Center,rv,1265.0,Text-to-Web,,https://www.anselm.edu/new-hampshire-institute-politics/new-poll-saint-anselm-college-survey-center-shows-competitive-2022,0.43,0.36,0.07,0.21,all_exported_answers,0.79,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.43,0.36,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,saint anselm college survey center,446,494,Saint Anselm College Survey Center,,,saint anselm college survey center|unspecified,archive_rows_verified,rating:494,,538:78703,source_id_only
538_archive:senate:4377,538_archive,senate,historical/tables/538_archive_senate.csv,4377|4378,78668,154152,8937,538:78668,2022,NV,state,2022-11-08,2022-03-21,2022-03-24,2022-03-24,field_end,2022-03-26,229,Blueprint Polling,lv,671.0,Live Phone,,https://blueprintpolling.com/2022/03/25/hispanic-voters-wary-of-biden-in-nv-survey/,0.40299999999999997,0.469,-0.066,0.128,all_exported_answers,0.8719999999999999,2022-NV-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.40299999999999997,0.469,,,,,2022-NV-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,blueprint polling,1702,470,Blueprint Polling,,,blueprint polling|unspecified,archive_rows_verified,rating:470,,538:78668,source_id_only
538_archive:senate:4379,538_archive,senate,historical/tables/538_archive_senate.csv,4379|4380|4381,79642,159284,8948,538:79642,2022,UT,state,2022-11-08,2022-03-20,2022-03-24,2022-03-24,field_end,2022-08-09,229,Moore Information,rv,400.0,Live Phone,REP,https://www.protectingtaxpayers.org/antitrust/new-poll-shows-voters-want-congress-to-focus-on-pocketbook-issues-2/,0.13,0.49,-0.36,0.38,all_exported_answers,0.87,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.13,0.49,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,moore information,324,217,Moore Information Group,1832,Taxpayers Protection Alliance,moore information|ids:1832,archive_rows_verified,rating:217,,538:79642,source_id_only
538_archive:senate:4382,538_archive,senate,historical/tables/538_archive_senate.csv,4382|4383|4384|4385,78670,154165,8933,538:78670,2022,LA,state,2022-11-08,2022-03-21,2022-03-23,2022-03-23,field_end,2022-03-28,230,JMC Analytics,lv,600.0,Live Phone,,https://winwithjmc.com/archives/9434,,0.53,,,all_exported_answers,0.77,,unmatched_candidate_or_stage,retained_no_time_filter,False,,jungle primary,Class III,,false,,,0.53,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,jmc analytics,621,156,JMC Analytics,,,jmc analytics|unspecified,archive_rows_verified,rating:156,,538:78670,source_id_only
538_archive:senate:4386,538_archive,senate,historical/tables/538_archive_senate.csv,4386|4387|4388,78700,154332,8948,538:78700,2022,UT,state,2022-11-08,2022-03-09,2022-03-21,2022-03-21,field_end,2022-03-31,232,Dan Jones & Associates,rv,804.0,Live Phone,,https://www.deseret.com/utah/2022/3/30/22996962/republican-mike-lee-against-independent-evan-mcullin-democrat-kael-weston-senate-race-utah-poll,0.11,0.43,-0.32,0.46,all_exported_answers,0.73,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.11,0.43,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,dan jones & associates,120,70,Dan Jones & Associates,"400,430",Deseret News | Hinckley Institute of Politics,"dan jones & associates|ids:400,430",archive_rows_verified,rating:70,,538:78700,source_id_only
538_archive:senate:4389,538_archive,senate,historical/tables/538_archive_senate.csv,4389|4390,79635,159279,8947,538:79635,2022,SD,state,2022-11-08,2022-03-14,2022-03-19,2022-03-19,field_end,2022-08-09,234,Moore Information,rv,400.0,Live Phone,REP,https://www.protectingtaxpayers.org/antitrust/new-poll-shows-voters-want-congress-to-focus-on-pocketbook-issues-2/,0.24,0.59,-0.35,0.17,all_exported_answers,0.83,2022-SD-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.24,0.59,,,,,2022-SD-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,moore information,324,217,Moore Information Group,1832,Taxpayers Protection Alliance,moore information|ids:1832,archive_rows_verified,rating:217,,538:79635,source_id_only
538_archive:senate:4391,538_archive,senate,historical/tables/538_archive_senate.csv,4391|4392|4393,79637,159281,8924,538:79637,2022,FL,state,2022-11-08,2022-03-14,2022-03-19,2022-03-19,field_end,2022-08-09,234,Moore Information,rv,600.0,Live Phone,REP,https://www.protectingtaxpayers.org/antitrust/new-poll-shows-voters-want-congress-to-focus-on-pocketbook-issues-2/,0.32,0.47,-0.15,0.21,all_exported_answers,0.8400000000000001,2022-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.32,0.47,,,,,2022-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,moore information,324,217,Moore Information Group,1832,Taxpayers Protection Alliance,moore information|ids:1832,archive_rows_verified,rating:217,,538:79637,source_id_only
538_archive:senate:4394,538_archive,senate,historical/tables/538_archive_senate.csv,4394|4395,78671,154167,8918,538:78671,2022,AK,state,2022-11-08,2022-03-14,2022-03-16,2022-03-16,field_end,2022-03-28,237,Cygnal,lv,500.0,Live Phone/Text-to-Web/Email,REP,https://www.scribd.com/document/566811842/Alaska-poll,,,,,all_exported_answers,1.0,,unmatched_candidate_or_stage,retained_no_time_filter,False,ranked_choice_review,general,Class III,,false,,,,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,cygnal,1347,67,Cygnal,,,cygnal|unspecified,archive_rows_verified,rating:67,,538:78671,source_id_only
538_archive:senate:4396,538_archive,senate,historical/tables/538_archive_senate.csv,4396|4397,78584,153697,8936,538:78584,2022,MO,state,2022-11-08,2022-03-09,2022-03-13,2022-03-13,field_end,2022-03-16,240,Trafalgar Group,lv,1075.0,IVR/Live Phone/Text/Online Opt-In Panel/Email,REP,https://www.thetrafalgargroup.org/news/mo-sen-gen-0316/,0.451,0.46,-0.009,0.089,all_exported_answers,0.911,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.451,0.46,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,trafalgar group,1250,338,Trafalgar Group,,,trafalgar group|unspecified,archive_rows_verified,rating:338,,538:78584,source_id_only
538_archive:senate:4398,538_archive,senate,historical/tables/538_archive_senate.csv,4398|4399,78584,153698,8936,538:78584,2022,MO,state,2022-11-08,2022-03-09,2022-03-13,2022-03-13,field_end,2022-03-16,240,Trafalgar Group,lv,1075.0,IVR/Live Phone/Text/Online Opt-In Panel/Email,REP,https://www.thetrafalgargroup.org/news/mo-sen-gen-0316/,0.401,0.5489999999999999,-0.148,0.05,all_exported_answers,0.95,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.401,0.5489999999999999,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,trafalgar group,1250,338,Trafalgar Group,,,trafalgar group|unspecified,archive_rows_verified,rating:338,,538:78584,source_id_only
538_archive:senate:4400,538_archive,senate,historical/tables/538_archive_senate.csv,4400|4401,78584,153699,8936,538:78584,2022,MO,state,2022-11-08,2022-03-09,2022-03-13,2022-03-13,field_end,2022-03-16,240,Trafalgar Group,lv,1075.0,IVR/Live Phone/Text/Online Opt-In Panel/Email,REP,https://www.thetrafalgargroup.org/news/mo-sen-gen-0316/,0.387,0.562,-0.175,0.051,all_exported_answers,0.9490000000000001,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.387,0.562,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,trafalgar group,1250,338,Trafalgar Group,,,trafalgar group|unspecified,archive_rows_verified,rating:338,,538:78584,source_id_only
538_archive:senate:4402,538_archive,senate,historical/tables/538_archive_senate.csv,4402|4403,78584,153700,8936,538:78584,2022,MO,state,2022-11-08,2022-03-09,2022-03-13,2022-03-13,field_end,2022-03-16,240,Trafalgar Group,lv,1075.0,IVR/Live Phone/Text/Online Opt-In Panel/Email,REP,https://www.thetrafalgargroup.org/news/mo-sen-gen-0316/,0.45,0.452,-0.002,0.098,all_exported_answers,0.902,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.45,0.452,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,trafalgar group,1250,338,Trafalgar Group,,,trafalgar group|unspecified,archive_rows_verified,rating:338,,538:78584,source_id_only
538_archive:senate:4404,538_archive,senate,historical/tables/538_archive_senate.csv,4404|4405,78584,153701,8936,538:78584,2022,MO,state,2022-11-08,2022-03-09,2022-03-13,2022-03-13,field_end,2022-03-16,240,Trafalgar Group,lv,1075.0,IVR/Live Phone/Text/Online Opt-In Panel/Email,REP,https://www.thetrafalgargroup.org/news/mo-sen-gen-0316/,0.395,0.544,-0.149,0.061,all_exported_answers,0.9390000000000001,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.395,0.544,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,trafalgar group,1250,338,Trafalgar Group,,,trafalgar group|unspecified,archive_rows_verified,rating:338,,538:78584,source_id_only
538_archive:senate:4406,538_archive,senate,historical/tables/538_archive_senate.csv,4406|4407,78584,153702,8936,538:78584,2022,MO,state,2022-11-08,2022-03-09,2022-03-13,2022-03-13,field_end,2022-03-16,240,Trafalgar Group,lv,1075.0,IVR/Live Phone/Text/Online Opt-In Panel/Email,REP,https://www.thetrafalgargroup.org/news/mo-sen-gen-0316/,0.37200000000000005,0.5670000000000001,-0.195,0.061,all_exported_answers,0.9390000000000001,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.37200000000000005,0.5670000000000001,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,trafalgar group,1250,338,Trafalgar Group,,,trafalgar group|unspecified,archive_rows_verified,rating:338,,538:78584,source_id_only
538_archive:senate:4408,538_archive,senate,historical/tables/538_archive_senate.csv,4408|4409,79638,159282,8930,538:79638,2022,IA,state,2022-11-08,2022-03-08,2022-03-13,2022-03-13,field_end,2022-08-09,240,Moore Information,rv,400.0,Live Phone,REP,https://www.protectingtaxpayers.org/antitrust/new-poll-shows-voters-want-congress-to-focus-on-pocketbook-issues-2/,0.36,0.45,-0.09,0.19,all_exported_answers,0.81,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.36,0.45,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,moore information,324,217,Moore Information Group,1832,Taxpayers Protection Alliance,moore information|ids:1832,archive_rows_verified,rating:217,,538:79638,source_id_only
538_archive:senate:4410,538_archive,senate,historical/tables/538_archive_senate.csv,4410|4411|4412,79641,159283,8946,538:79641,2022,SC,state,2022-11-08,2022-03-08,2022-03-13,2022-03-13,field_end,2022-08-09,240,Moore Information,rv,500.0,Live Phone,REP,https://www.protectingtaxpayers.org/antitrust/new-poll-shows-voters-want-congress-to-focus-on-pocketbook-issues-2/,0.25,0.57,-0.32,0.18,all_exported_answers,0.87,2022-SC-regular-gen,matched_candidate_identity,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.25,0.57,,,,,2022-SC-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,moore information,324,217,Moore Information Group,1832,Taxpayers Protection Alliance,moore information|ids:1832,archive_rows_verified,rating:217,,538:79641,source_id_only
538_archive:senate:4413,538_archive,senate,historical/tables/538_archive_senate.csv,4413|4414,78684,154256,8924,538:78684,2022,FL,state,2022-11-08,2022-02-28,2022-03-12,2022-03-12,field_end,2022-03-30,241,Saint Leo University Polling Institute,lv,500.0,Online Opt-In Panel,,https://polls.saintleo.edu/wp-content/uploads/2022/03/SLU-Poll-Report-2022-2.pdf,0.27399999999999997,0.45,-0.176,0.276,all_exported_answers,0.724,2022-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.27399999999999997,0.45,,,,,2022-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,saint leo university polling institute,1027,299,Saint Leo University Polling Institute,,,saint leo university polling institute|unspecified,archive_rows_verified,rating:299,,538:78684,source_id_only
